LAST NAME,FIRST NAME,DOB,POB,SSN,SEX,STREET NUMBER,STREET NAME,VOTER REG DATE,PARTY 
HOYT,OLIVIA,1959/8/7,Oregon,817-77-8068,FEMALE,3583,AIREDALE,1978/8/2,INDEPENDENT
GUAJARDO,TRUDY,1956/9/7,Utah,084-32-4278,FEMALE,1165,ASIAN,1978/8/3,DEMOCRAT
KOPPENAAL,LUIS,1958/1/20,Alderwood,425-89-9941,MALE,963,JAVANESE,1978/8/3,DEMOCRAT
MATHEWS,RICK,1959/6/5,Idaho,310-05-8857,MALE,196,BITTERSWEET,1978/8/4,DEMOCRAT
SLATER,ABIGAIL,1955/4/27,Idaho,175-39-2878,FEMALE,5,JUNIPER,1978/8/4,DEMOCRAT
SHOOK,WENDY,1959/8/10,TENNESEE,150-07-5290,FEMALE,239,GINGER,1978/8/5,REPUBLICAN
VAIL,ISAAC,1955/4/28,Alderwood,094-49-9099,MALE,955,ROSEMARY,1978/8/5,DEMOCRAT
ANDERSON,WILLIAM,1958/1/23,Alderwood,470-58-2938,MALE,3423,OLIVE,1978/8/6,REPUBLICAN
GEE,CHLOE,1955/4/29,Alderwood,093-30-9314,FEMALE,476,SASKATOON,1978/8/6,DEMOCRAT
REILLY,FRANK,1958/1/24,Alderwood,461-52-8125,MALE,2303,CORALBERRY,1978/8/7,DEMOCRAT
WALKER,WENDY,1959/6/8,NEBRASKA,688-83-6071,FEMALE,1694,ABYSSINIAN,1978/8/7,REPUBLICAN
QUILICI,ANTHONY,1958/1/25,Oregon,714-53-7500,MALE,3811,JUNIPER,1978/8/8,REPUBLICAN
VOYLES,SOPHIA,1956/9/12,CONNECTICUT,090-77-5529,FEMALE,453,AKITA,1978/8/8,REPUBLICAN
HOLLENBERG,GEORGE,1940/4/10,Alderwood,216-19-9249,MALE,511,PINSCHER,1978/8/9,REPUBLICAN
MINISTER,CRYSTAL,1959/8/14,Alderwood,191-12-4551,FEMALE,2114,TWINBERRY,1978/8/9,REPUBLICAN
DAMBERG,RYAN,1958/1/27,ARIZONA,457-76-1873,MALE,457,NINETEENTH ,1978/8/10,REPUBLICAN
GAJEWSKI,MORGAN,1955/5/3,Oregon,985-13-0088,FEMALE,3061,SCOTTISH,1978/8/10,REPUBLICAN
COPPINGER,NOVELLA,1956/9/15,Alderwood,206-19-5800,FEMALE,1152,BIRCH,1978/8/11,REPUBLICAN
ENDERLIN,CHARLES,1940/4/12,Alderwood,633-38-5896,MALE,1861,BASSET,1978/8/11,REPUBLICAN
BROTHERS,JULIA,1956/9/16,Alderwood,143-39-9228,FEMALE,1376,CORGI,1978/8/12,REPUBLICAN
SAWYER,MIKAL,1958/1/29,Alderwood,703-77-7598,MALE,1015,KOMONDOR,1978/8/12,INDEPENDENT
STEWART,HARRY,1960/8/17,Alderwood,425-34-8368,MALE,1204,SNOWSHOE,1978/8/13,REPUBLICAN
STUDNISKI,BARBARA,1959/6/14,Oregon,323-77-4947,FEMALE,3364,JUNIPER,1978/8/13,DEMOCRAT
HEISTER,KAITLYN,1959/8/19,Alderwood,297-11-5929,FEMALE,2506,WOLFHOUND,1978/8/14,REPUBLICAN
HORSTMAN,BILL,1959/6/15,MEXICO,588-34-4395,MALE,105,SPHYNX,1978/8/14,DEMOCRAT
PINES,HAROLD,1956/9/19,Alderwood,777-09-5718,MALE,1800,THISTLE,1978/8/15,INDEPENDENT
WARNER,KATIE,1959/8/20,Alderwood,988-40-0092,FEMALE,1540,BITTERSWEET,1978/8/15,DEMOCRAT
HUBER,SCOTT,1958/2/2,Utah,517-86-1485,MALE,211,CHOLLA,1978/8/16,DEMOCRAT
VIRDEN,HAILEY,1959/6/17,ARIZONA,708-16-7267,FEMALE,88,SAVANNAH,1978/8/16,DEMOCRAT
PIERCE,EDWARD,1959/8/22,Mexico,840-35-4977,MALE,325,MALAMUTE,1978/8/17,DEMOCRAT
STEPHAN,MARY,1955/5/10,Alderwood,161-81-6627,FEMALE,264,COLLIE,1978/8/17,DEMOCRAT
JOHNS,KATHERINE,1958/2/4,OKLAHOMA,922-72-3316,FEMALE,231,SPHYNX,1978/8/18,DEMOCRAT
SKINNER,JAMES,1955/5/11,Alderwood,874-44-3048,MALE,623,ROSEHIP,1978/8/18,REPUBLICAN
LAITY,HENRY,1940/4/20,KANSAS,308-79-6312,MALE,183,FOXGLOVE,1978/8/19,DEMOCRAT
RICHMOND,CANDICE,1955/5/12,Utah,650-30-0360,FEMALE,23,BARREL,1978/8/19,REPUBLICAN
ERICKSON,RICK,1958/2/6,Alderwood,422-20-8010,MALE,1225,ESKIMO,1978/8/20,REPUBLICAN
WOOD,NICOLE,1960/8/24,Alderwood,584-05-2886,FEMALE,2793,FOXGLOVE,1978/8/20,DEMOCRAT
MINNICK,KIM,1956/9/25,Alderwood,329-77-8206,FEMALE,2562,BOMBAY,1978/8/21,REPUBLICAN
WALTER,WALTER,1958/2/7,Alderwood,353-39-6511,MALE,591,ASIAN,1978/8/21,REPUBLICAN
MCNAIR,ALEXANDRA,1956/9/26,Alderwood,518-37-2416,FEMALE,972,BLUEBERRY,1978/8/22,REPUBLICAN
TENSMEYER,BILL,1940/4/23,Alderwood,722-86-2564,MALE,1088,DOGWOOD,1978/8/22,REPUBLICAN
KOSTOROWSKI,JANET,1955/5/16,Alderwood,136-39-0761,FEMALE,1308,ROSE,1978/8/23,REPUBLICAN
PENNINGTON,BERNIE,1959/6/24,Idaho,059-30-3842,MALE,23,CORALBERRY,1978/8/23,REPUBLICAN
KORSON,JUSTIN,1940/4/25,Alderwood,070-04-2719,MALE,2366,SEVENTEENTH,1978/8/24,REPUBLICAN
NYBO,SAVANNAH,1956/9/28,Alderwood,739-26-1324,FEMALE,880,COLLIE,1978/8/24,REPUBLICAN
CLEMMER,NIKKI,1956/9/29,Alderwood,355-10-9005,FEMALE,834,FIRST ,1978/8/25,INDEPENDENT
WENTZ,CHRISTIAN,1956/9/29,Alderwood,962-09-0615,MALE,154,SAGE,1978/8/25,REPUBLICAN
DUNBAR,MACKENZIE,1959/6/27,Utah,005-18-5495,FEMALE,146,PALM,1978/8/26,REPUBLICAN
PRIGGE,SIMON,1960/8/30,Oregon,782-23-5281,MALE,241,EIGHTH,1978/8/26,DEMOCRAT
FOLEY,PAM,1959/9/1,Montana,020-37-1406,FEMALE,188,MAIN,1978/8/27,DEMOCRAT
MOON,CARTER,1956/10/1,MEXICO,422-54-6002,MALE,95,SAGUARO,1978/8/27,REPUBLICAN
COBB,RICK,1956/10/2,California,486-59-2869,MALE,205,QUAIL,1978/8/28,DEMOCRAT
WALD,ALLISON,1960/9/1,Alderwood,780-73-8344,FEMALE,420,WASHINGTON,1978/8/28,INDEPENDENT
CONKLIN,CASPER,1955/5/22,Alderwood,567-65-4274,MALE,1518,MALAMUTE,1978/8/29,DEMOCRAT
LUCAS,ANDREA,1959/6/30,MEXICO,479-49-1323,FEMALE,65,PRICKLYPEAR,1978/8/29,DEMOCRAT
MAUPIN,JENNA,1956/10/4,Oregon,391-50-1482,FEMALE,2590,RAGAMUFFIN,1978/8/30,DEMOCRAT
MORGAN,COLE,1959/9/4,Alderwood,529-55-0907,MALE,2044,SEVENTEENTH,1978/8/30,DEMOCRAT
BAKER,EDNA,1958/2/17,Washington,147-53-4018,FEMALE,1714,POODLE,1978/8/31,REPUBLICAN
NEWMAN,JEFF,1956/10/5,MASSACHUSETTS,017-13-9196,MALE,209,NINTH,1978/8/31,DEMOCRAT
DENNIS,FAITH,1959/7/3,NEBRASKA,842-77-2421,FEMALE,70,BOMBAY,1978/9/1,DEMOCRAT
MCGUIRE,MIKE,1940/5/3,Alderwood,520-11-9742,MALE,1155,BUFFALOBERRY,1978/9/1,REPUBLICAN
ANDERSON,KELVIN,1956/10/7,Oregon,475-92-0342,MALE,2950,BENGAL,1978/9/2,DEMOCRAT
FRYE,ERICA,1960/9/6,ARIZONA,434-65-2212,FEMALE,137,SAVANNAH,1978/9/2,REPUBLICAN
APTS,PAIGE,1940/5/5,Alderwood,939-75-4053,FEMALE,1078,ESKIMO,1978/9/3,REPUBLICAN
MODRELL,LUKE,1958/2/20,Alderwood,820-29-9766,MALE,2660,BASENJI,1978/9/3,REPUBLICAN
BUTCHER,BEVERYLY,1956/10/9,Oregon,351-69-1254,FEMALE,2347,CLOUDBERRY,1978/9/4,REPUBLICAN
OCTOBER,ROD,1958/2/21,Utah,549-88-6779,MALE,945,BLACKBERRY,1978/9/4,REPUBLICAN
HAYES,MAKAYLA,1959/7/7,Alderwood,551-84-9474,FEMALE,1722,BRITTANY,1978/9/5,REPUBLICAN
JEFFS,BOB,1959/7/7,Montana,368-65-3797,MALE,32,GINGER,1978/9/5,REPUBLICAN
GONZALEZ,ANDREA,1956/10/11,Oregon,592-89-5146,FEMALE,4087,SELKIRK,1978/9/6,REPUBLICAN
PRICHARD,PATRICK,1958/2/23,Alderwood,703-81-6219,MALE,2856,TERRIER,1978/9/6,REPUBLICAN
BRADFORD,DOUGLAS,1956/10/12,ARIZONA,587-57-3242,MALE,127,BUTTONWOOD,1978/9/7,INDEPENDENT
MEADER,BONNIE,1959/7/9,Montana,974-18-6686,FEMALE,28,MALAMUTE,1978/9/7,REPUBLICAN
DEGRAAF,ANDREA,1959/7/10,Oregon,755-21-3062,FEMALE,3049,CHOLLA,1978/9/8,DEMOCRAT
PERKINS,DONOVAN,1958/2/25,Alderwood,058-89-2001,MALE,313,PAPILION,1978/9/8,REPUBLICAN
HEABERLIN,Alex,1941/9/23,Idaho,545-53-0390,MALE,8,SIBERIAN,1978/9/9,REPUBLICAN
JAMESON,BRIAN,1956/10/14,ARIZONA,292-12-6098,MALE,528,SAFFLOWER,1978/9/9,DEMOCRAT
BUCK,GINA,1960/9/14,Alderwood,087-70-5443,FEMALE,448,PRICKLYPEAR,1978/9/10,DEMOCRAT
CARROLL,Bonnie,1956/10/15,Utah,501-41-4510,FEMALE,25,CHOWCHOW,1978/9/10,INDEPENDENT
GORITY,Charley,1956/10/16,MASSACHUSETTS,624-62-8070,MALE,73,PEONY,1978/9/11,DEMOCRAT
SAUCEDA,JAMES,1955/6/4,Alderwood,830-01-7815,MALE,1122,KINNIKINICK,1978/9/11,DEMOCRAT
CURTIS,Danielle,1941/9/26,Alderwood,729-34-2897,FEMALE,245,WASHINGTON,1978/9/12,DEMOCRAT
SWOBODA,VALERIE,1956/10/17,ARIZONA,127-44-2493,FEMALE,2331,BLACKBERRY,1978/9/12,DEMOCRAT
LUCZYNSKI,Earl,1959/7/15,Montana,551-86-5571,MALE,70,LUPIN,1978/9/13,DEMOCRAT
MACFARLAN,DOUGLAS,1956/10/18,ARIZONA,267-08-1761,MALE,41,OAK,1978/9/13,REPUBLICAN
ELZIE,Frances,1958/3/3,Alderwood,890-59-3785,MALE,483,STURGEON,1978/9/14,DEMOCRAT
LEVITSKAIA,JUNE,1959/7/16,Wyoming,242-21-5219,FEMALE,660,ABYSSINIAN,1978/9/14,REPUBLICAN
HALL,JON,1956/10/20,Alderwood,351-60-1786,MALE,1323,TENTH,1978/9/15,REPUBLICAN
MARTIN,Gaston,1948/8/3,Alderwood,059-90-5220,MALE,2163,BALINESE,1978/9/15,DEMOCRAT
FRITZ,TRUDY,1940/5/18,Alderwood,677-52-3216,FEMALE,1797,PAWPAW,1978/9/16,REPUBLICAN
SMITH,Hermine,1958/3/5,Oregon,422-18-1305,FEMALE,4078,PAWPAW,1978/9/16,REPUBLICAN
ALLEN,Ivan,1955/6/10,ARIZONA,367-84-7580,MALE,176,SEVENTEENTH,1978/9/17,REPUBLICAN
PARKHURST,RON,1958/3/6,Utah,028-77-9457,MALE,1010,PHEASANT,1978/9/17,REPUBLICAN
HORTON,MARJORIE,1959/7/20,Alderwood,557-98-5068,FEMALE,167,SPRUCE,1978/9/18,REPUBLICAN
MENTZ,Jeanne,1956/10/23,Utah,975-36-0637,FEMALE,480,TIFFANY,1978/9/18,REPUBLICAN
PEARSON,Karl,1959/7/21,Alderwood,374-18-6867,MALE,2401,FOURTH,1978/9/19,REPUBLICAN
RILEY,PETER,1958/3/8,California,365-45-9822,MALE,200,COON,1978/9/19,REPUBLICAN
NAYMIK,DANIELLA,1959/7/22,MEXICO,536-25-4589,FEMALE,54,THIRTEENTH,1978/9/20,INDEPENDENT
SCHULTZ,Lisa,1960/9/24,ARIZONA,151-28-8841,FEMALE,1008,BASENJI,1978/9/20,REPUBLICAN
DAVIES,Matthew,1956/10/26,Alderwood,351-84-3027,MALE,987,SUNSET,1978/9/21,REPUBLICAN
YANG,BOB,1958/3/10,Montana,027-95-6103,MALE,33,PERSIAN,1978/9/21,DEMOCRAT
ERTELL,KIM,1941/10/6,Montana,989-33-4189,FEMALE,141,ELDERBERRY,1978/9/22,DEMOCRAT
STEVENSON,Nicole,1956/10/27,Idaho,932-10-8930,FEMALE,163,BROOM,1978/9/22,REPUBLICAN
CHIN,RICK,1956/10/28,Alderwood,768-34-9375,MALE,1309,LAUREL,1978/9/23,DEMOCRAT
CRNKOVICH,Otto,1956/10/28,Alderwood,646-97-3259,MALE,1190,CRANBERRY,1978/9/23,INDEPENDENT
DOYLE,Paula,1956/10/29,Alderwood,897-64-7388,FEMALE,699,BOXWOOD,1978/9/24,DEMOCRAT
GEETING,URSULA,1956/10/29,Alderwood,869-42-1400,FEMALE,3241,ASTER,1978/9/24,DEMOCRAT
GRAYBEAL,Richard,1956/10/30,Alderwood,211-68-2623,MALE,1054,WOLFHOUND,1978/9/25,DEMOCRAT
IMHOFF,JOE,1941/10/9,Utah,685-16-6496,MALE,520,BRITTANY,1978/9/25,DEMOCRAT
HIRT,PAULA,1959/7/28,Idaho,294-98-2993,FEMALE,187,DOGWOOD,1978/9/26,REPUBLICAN
METCALF,Shary,1958/3/15,Alderwood,217-56-0959,FEMALE,1337,SEVENTH,1978/9/26,DEMOCRAT
CLIFF,LUKE,1958/3/16,Alderwood,981-35-2744,MALE,356,QUAIL,1978/9/27,REPUBLICAN
KENNEDY,Tomas,1941/10/11,Alderwood,075-89-1596,MALE,239,CORNISH,1978/9/27,DEMOCRAT
MATSUMOTO,Virginie,1956/11/2,Alderwood,173-45-5294,FEMALE,1710,ROSE,1978/9/28,DEMOCRAT
SACHS,GAIL,1948/8/16,Alderwood,529-63-4292,FEMALE,544,NINETEENTH ,1978/9/28,REPUBLICAN
CARBAUGH,BOB,1958/3/18,Alderwood,666-76-2924,MALE,336,QUAIL,1978/9/29,REPUBLICAN
URIE,Walter,1958/3/18,Alderwood,704-63-9366,MALE,449,AFGHAN,1978/9/29,REPUBLICAN
JONES,TRUDY,1955/6/23,Montana,178-18-0099,FEMALE,237,BASENJI,1978/9/30,REPUBLICAN
LARUE,Arlene,1959/8/1,Alderwood,788-78-0115,FEMALE,1820,SEVENTH,1978/9/30,REPUBLICAN
SHIMSKEY,Bret,1959/8/2,FLORIDA,848-37-0522,MALE,24,BUFFALOBERRY,1978/10/1,REPUBLICAN
WARDLOW,TIMOTHY,1956/11/5,Alderwood,446-64-8039,MALE,1048,ASTER,1978/10/1,REPUBLICAN
BLOMBERG,Cindy,1941/10/16,Alderwood,521-64-0879,FEMALE,245,BENGAL,1978/10/2,REPUBLICAN
HOLBROOK,ANDREA,1959/8/3,Idaho,095-56-8012,FEMALE,10,FOURTH,1978/10/2,REPUBLICAN
CHENAULT,Dennis,1956/11/7,California,209-73-1510,MALE,58,TWENTIETH,1978/10/3,REPUBLICAN
COMBS,RICHARD,1960/10/7,Alderwood,761-72-7292,MALE,1703,LILY,1978/10/3,INDEPENDENT
ROJAS,GRACIE,1956/11/8,Alderwood,283-21-7699,FEMALE,1831,BLUEBERRY,1978/10/4,DEMOCRAT
WESTER,Emily,1955/6/27,Alderwood,442-27-1378,FEMALE,27,MALTESE,1978/10/4,REPUBLICAN
LINDENMEIER,Franklin,1959/10/10,Alderwood,628-77-8628,MALE,44,SNOWSHOE,1978/10/5,REPUBLICAN
WESTSIK,TIMOTHY,1956/11/9,Alderwood,011-19-2051,MALE,1470,ROSEHIP,1978/10/5,DEMOCRAT
COLLINS,MARY,1956/11/10,Alderwood,725-14-3553,FEMALE,1253,PINE,1978/10/6,DEMOCRAT
PARKS,Gert,1958/3/25,HAWAII,163-78-0028,FEMALE,337,PANSY,1978/10/6,INDEPENDENT
VAN TUYL,VICTOR,1956/11/11,Alderwood,692-76-0955,MALE,62,PIXIE,1978/10/7,DEMOCRAT
WRIGHT,Harvey,1959/8/8,Wyoming,532-07-9664,MALE,510,SAGUARO,1978/10/7,DEMOCRAT
JOHNSTON,Irene,1958/3/27,Alderwood,562-92-3193,FEMALE,1302,WOLFHOUND,1978/10/8,DEMOCRAT
WAHL,CARRIE,1956/11/12,Alderwood,616-17-7243,FEMALE,98,MALTESE,1978/10/8,DEMOCRAT
MATSON,Jose,1959/8/10,Alderwood,990-09-7983,MALE,2422,CHIHUAHUA,1978/10/9,DEMOCRAT
WONG,SEAN,1958/3/28,CONNECTICUT,211-96-9203,MALE,435,THISTLE,1978/10/9,REPUBLICAN
ESLINGER,Katrina,1959/10/15,Alderwood,523-43-8881,FEMALE,2618,PRICKLYPEAR,1978/10/10,DEMOCRAT
HEERWAGEN,DANIELLA,1941/10/24,ARKANSAS,382-13-6918,FEMALE,48,ARROWOOD,1978/10/10,REPUBLICAN
BUCK,Lee,1956/11/15,ARIZONA,005-50-6578,MALE,117,SAFFLOWER,1978/10/11,DEMOCRAT
CONNOLLY,JOHN,1956/11/15,Alderwood,062-05-4714,MALE,1138,SAFFLOWER,1978/10/11,REPUBLICAN
MCCORMICK,SANDY,1958/3/31,MASSACHUSETTS,521-05-7490,FEMALE,1267,CORNFLOWER,1978/10/12,REPUBLICAN
STANSBURY,Maria,1941/10/26,MEXICO,231-53-9898,FEMALE,825,COONHOUND,1978/10/12,REPUBLICAN
PATTON,Nate,1956/11/17,Oregon,401-55-3283,MALE,1606,SUNSET,1978/10/13,REPUBLICAN
SEVERTSEN,MARTIN,1959/8/14,Alderwood,803-60-0716,MALE,959,TENTH,1978/10/13,REPUBLICAN
FULTON,Ophelia,1956/11/18,Oregon,856-43-9366,FEMALE,140,RAGAMUFFIN,1978/10/14,REPUBLICAN
SMITH,MEGHAN,1959/8/15,ILLINOIS,683-34-9947,FEMALE,341,CORGI,1978/10/14,REPUBLICAN
HARVEY,Philippe,1959/8/16,Utah,964-20-3920,MALE,920,DALMATIAN,1978/10/15,REPUBLICAN
PECHER,ART,1941/10/29,ALABAMA,225-70-0687,MALE,53,SPANIEL,1978/10/15,REPUBLICAN
ENGELHARD,SHAWNA,1956/11/20,Alderwood,556-41-2030,FEMALE,1376,PALM,1978/10/16,INDEPENDENT
LINDBERG,Rita,1959/8/17,Alderwood,738-68-8176,FEMALE,1855,WASHINGTON,1978/10/16,REPUBLICAN
DE,Stan,1955/7/10,Alderwood,343-40-7850,MALE,1512,BENGAL,1978/10/17,REPUBLICAN
WANG,THOMAS,1955/7/10,MEXICO,606-78-8751,MALE,698,PRICKLYPEAR,1978/10/17,DEMOCRAT
AVEDOVECH,Tammy,1960/10/22,ARIZONA,424-18-7718,FEMALE,431,PALM,1978/10/18,REPUBLICAN
WEBB,AMY,1959/10/23,NEW YORK,591-90-4353,FEMALE,74,ANGORA,1978/10/18,DEMOCRAT
BACHMANN,Vince,1940/6/20,Alderwood,164-45-1269,MALE,1741,SWEET PEA,1978/10/19,INDEPENDENT
SEEDAHMED,RPU,1958/4/7,Alderwood,444-89-2952,MALE,957,ABYSSINIAN,1978/10/19,DEMOCRAT
BACON,DANA,1959/8/21,Alderwood,193-29-3763,FEMALE,280,MARIGOLD,1978/10/20,DEMOCRAT
DANG,Wilma,1956/11/24,Utah,592-37-1600,FEMALE,241,BOXWOOD,1978/10/20,DEMOCRAT
JARMAN,JASON,1958/4/9,Alderwood,469-12-2641,MALE,2352,THISTLE,1978/10/21,DEMOCRAT
LINNEN,Alberto,1958/4/9,PENNSYLVANIA,425-91-8629,MALE,20,FOURTEENTH,1978/10/21,DEMOCRAT
FUTRELL,COLLETTE,1959/8/23,Oregon,694-40-0565,FEMALE,651,RAGAMUFFIN,1978/10/22,REPUBLICAN
TAIRA,Beryl,1959/10/27,Washington,763-88-4792,FEMALE,91,SCOTTISH,1978/10/22,DEMOCRAT
ACE,BOB,1959/10/28,ARIZONA,586-37-5416,MALE,150,AIREDALE,1978/10/23,REPUBLICAN
HO,Chris,1941/11/6,Utah,313-40-7032,FEMALE,37,GINGER,1978/10/23,DEMOCRAT
BALLINGER,Debby,1959/8/25,GEORGIA,595-84-2123,FEMALE,103,SIXTH,1978/10/24,DEMOCRAT
MCMAKIN,SHAWNA,1956/11/28,Alderwood,917-11-2480,FEMALE,3094,SNOWBERRY,1978/10/24,REPUBLICAN
CHOI,Ernesto,1960/10/29,Alderwood,292-82-0289,MALE,441,CRANBERRY,1978/10/25,REPUBLICAN
MATHER,JOHN,1941/11/8,Alderwood,492-34-5082,MALE,1475,BLACKBERRY,1978/10/25,REPUBLICAN
ENLOE,Florence,1956/11/30,Alderwood,329-64-4396,FEMALE,420,BEAGLE,1978/10/26,REPUBLICAN
KEMP,KATHY,1956/11/30,Alderwood,394-04-1588,FEMALE,2562,MUNCHKIN,1978/10/26,REPUBLICAN
ECKERT,Gordon,1955/7/20,ARIZONA,182-39-7946,MALE,89,SELKIRK,1978/10/27,REPUBLICAN
WRIGHT,TOM,1956/12/1,Oregon,055-59-7727,MALE,3238,SEVENTEENTH,1978/10/27,REPUBLICAN
MCMILLAN,LISA,1959/8/29,Alderwood,824-29-1856,FEMALE,316,OAK,1978/10/28,REPUBLICAN
SMITH,Helene,1956/12/2,Alderwood,873-48-1730,FEMALE,54,CHOWCHOW,1978/10/28,REPUBLICAN
COLGAN,Isaac,1956/12/3,VERMONT,038-07-6074,MALE,644,BOMBAY,1978/10/29,REPUBLICAN
RASSAT,IGOR,1959/8/30,Alderwood,252-35-2601,MALE,560,TURKISH,1978/10/29,INDEPENDENT
GERHARDSTEIN,DEE,1955/7/23,ARIZONA,908-49-4110,FEMALE,97,PALM,1978/10/30,DEMOCRAT
GLUKHOV,Joyce,1959/8/31,ARIZONA,155-33-2854,FEMALE,375,PERSIAN,1978/10/30,REPUBLICAN
IWAN,Kirk,1959/11/5,Alderwood,071-37-7378,MALE,840,BUFFALOBERRY,1978/10/31,REPUBLICAN
LIBKE,GREG,1960/11/4,Alderwood,657-71-7196,MALE,2240,FOXGLOVE,1978/10/31,DEMOCRAT
BIANGASSO,Leslie,1958/4/20,Alderwood,980-25-9012,FEMALE,756,MAIN,1978/11/1,INDEPENDENT
BRAZZELL,SHEILA,1940/7/3,Alderwood,398-16-2666,FEMALE,3276,SUMAC,1978/11/1,DEMOCRAT
WOODRUFF,DAVOD,1956/12/7,Alderwood,745-04-6527,MALE,16,SNOWSHOE,1978/11/2,DEMOCRAT
YOUNG,Michael,1959/9/3,Alderwood,534-94-5228,MALE,1001,SPANIEL,1978/11/2,DEMOCRAT
PRYOR,JESSIE,1958/4/22,Alderwood,217-23-0432,FEMALE,2604,CHOLLA,1978/11/3,DEMOCRAT
WEBBER,Nadine,1958/4/22,Alderwood,314-12-2043,FEMALE,2394,BLUEBERRY,1978/11/3,DEMOCRAT
ECKERT,Oscar,1959/11/9,Utah,796-68-8149,MALE,865,CLOUDBERRY,1978/11/4,DEMOCRAT
HARTZELL,ROLF,1959/11/9,ARIZONA,668-48-3430,MALE,207,HIMALAYA,1978/11/4,REPUBLICAN
CHAVEZ,Patty,1958/4/24,Oregon,136-43-4722,FEMALE,147,SUNSET,1978/11/5,DEMOCRAT
TSCHAUNER,TRICIA,1941/11/19,Oregon,229-11-8311,FEMALE,3718,CRANBERRY,1978/11/5,REPUBLICAN
KIM,Rafael,1956/12/11,KENTUCKY,142-43-9420,MALE,267,CHOLLA,1978/11/6,DEMOCRAT
KING,HENRY,1959/9/7,Montana,729-33-6797,MALE,93,RAGAMUFFIN,1978/11/6,REPUBLICAN
QUEEN,GAIL,1960/11/11,Alderwood,603-33-8091,FEMALE,282,BOMBAY,1978/11/7,REPUBLICAN
SODERQUIST,Sandy,1958/4/26,Oregon,962-80-2233,FEMALE,2149,NINETEENTH ,1978/11/7,REPUBLICAN
HU,Tony,1959/9/9,Alderwood,632-48-5417,MALE,308,PALM,1978/11/8,REPUBLICAN
MELLINGER,DOUGLAS,1956/12/13,KENTUCKY,980-83-6315,MALE,123,SPRUCE,1978/11/8,REPUBLICAN
MILLER,TARA,1955/8/2,ARIZONA,675-22-7792,FEMALE,463,SAVANNAH,1978/11/9,REPUBLICAN
SMITH,Valerie,1959/9/10,Alderwood,286-62-1885,FEMALE,1198,CHOLLA,1978/11/9,REPUBLICAN
HUESEMANN,CASEY,1956/12/15,MEXICO,897-63-5074,MALE,116,KOMONDOR,1978/11/10,REPUBLICAN
JOHNSON,William,1959/11/15,Washington,896-45-1007,MALE,1519,BORZOI,1978/11/10,REPUBLICAN
PEARSON,JULY,1956/12/16,Alderwood,348-72-3441,FEMALE,1630,ROSEMARY,1978/11/11,INDEPENDENT
WILLIAMS,Andrea,1958/4/30,OKLAHOMA,501-37-8497,FEMALE,38,SAVANNAH,1978/11/11,REPUBLICAN
JONES,Barry,1955/8/5,Alderwood,387-38-8767,MALE,1614,TWELVTH,1978/11/12,REPUBLICAN
SLATER,PETER,1959/9/13,Utah,028-84-9230,MALE,190,NINTH,1978/11/12,DEMOCRAT
BROWN,Chantal,1955/8/6,NEBRASKA,271-10-6027,FEMALE,220,CRANBERRY,1978/11/13,REPUBLICAN
MERIWETHER,MAY,1959/11/18,Alderwood,690-16-8321,FEMALE,1256,SNOWBERRY,1978/11/13,DEMOCRAT
DAVIS,Dean,1955/8/7,Alderwood,962-66-0980,MALE,1974,PAWPAW,1978/11/14,INDEPENDENT
RALSTON,BRUCE,1958/5/3,Alderwood,788-47-7850,MALE,168,DALMATIAN,1978/11/14,DEMOCRAT
KILLINGER,MARJORIE,1959/9/16,Alderwood,810-26-2320,FEMALE,563,SUNSET,1978/11/15,DEMOCRAT
MILLER,Erin,1958/5/4,Oregon,848-79-3216,FEMALE,1300,AIREDALE,1978/11/15,DEMOCRAT
LIVINGSTON,RICHARD,1958/5/5,Alderwood,380-48-1462,MALE,1504,PEONY,1978/11/16,DEMOCRAT
WILSON,Felix,1956/12/21,MASSACHUSETTS,346-49-2009,MALE,73,PALM,1978/11/16,DEMOCRAT
GIFT,LINDSAY,1959/11/22,Alderwood,771-68-9813,FEMALE,945,POODLE,1978/11/17,REPUBLICAN
MOORE,Gabrielle,1940/7/19,ARIZONA,745-34-4958,FEMALE,77,ABYSSINIAN,1978/11/17,DEMOCRAT
DAWSON,RICHARD,1958/5/7,Oregon,122-96-4587,MALE,3139,CHOWCHOW,1978/11/18,REPUBLICAN
TAYLOR,Humberto,1955/8/11,Montana,411-33-8965,MALE,111,SCOTTISH,1978/11/18,DEMOCRAT
AABERG,Ingrid,1940/7/21,Alderwood,582-15-4440,FEMALE,1848,CROWBERRY,1978/11/19,DEMOCRAT
BEEMAN,LOUISE,1956/12/24,Montana,601-43-0758,FEMALE,153,BARBERRY,1978/11/19,REPUBLICAN
ABBOTT,Jerry,1956/12/25,TENNESEE,940-68-0339,MALE,121,FIRST ,1978/11/20,REPUBLICAN
ZACHER,THOMAS,1958/5/9,Alderwood,480-16-3712,MALE,1140,SWEET PEA,1978/11/20,REPUBLICAN
ACE,Karen,1960/11/25,Alderwood,472-52-4469,FEMALE,1813,QUAIL,1978/11/21,REPUBLICAN
SCHLENDER,MINDY,1959/9/22,California,763-83-9055,FEMALE,163,HIMALAYA,1978/11/21,REPUBLICAN
ACKERMAN,Lorenzo,1959/11/27,Alderwood,061-80-9195,MALE,2667,NINTH,1978/11/22,REPUBLICAN
